Proj	DSO	DDO	UOffset	VOffset	Pivot	dTeta
189.26287	57.26596	139.86812	27.13455	-68.92116	0.48199	-1.41142
189.76356	57.26448	139.86894	27.13646	-68.88254	0.49018	-1.41152
190.26426	57.26242	139.86916	27.10362	-68.76543	0.48396	-1.41168
190.76495	57.26085	139.87012	27.10547	-68.72682	0.49211	-1.41175
191.26565	57.25844	139.87080	27.06943	-68.61074	0.48588	-1.41263
191.76634	57.25676	139.87192	27.07069	-68.57271	0.49400	-1.41325
192.26704	57.25413	139.87332	27.03266	-68.45863	0.48779	-1.41655
192.76773	57.25245	139.87480	27.03458	-68.42125	0.49588	-1.41813
193.26843	57.25012	139.87755	26.99781	-68.30832	0.48973	-1.42385
193.76912	57.24864	139.87951	27.00103	-68.27104	0.49780	-1.42608
194.26982	57.24708	139.88369	26.96666	-68.15833	0.49168	-1.43355
194.77051	57.24588	139.88613	26.97159	-68.12127	0.49972	-1.43635
195.27121	57.24501	139.89161	26.94139	-68.01021	0.49361	-1.44554
195.77191	57.24402	139.89439	26.94847	-67.97393	0.50161	-1.44890
196.27260	57.24368	139.90013	26.92097	-67.86515	0.49551	-1.45923
196.77330	57.24286	139.90274	26.92890	-67.82952	0.50345	-1.46276
197.27399	57.24284	139.90757	26.90014	-67.72202	0.49730	-1.47281
197.77469	57.24209	139.90981	26.90796	-67.68660	0.50517	-1.47602
198.27538	57.24220	139.91379	26.87765	-67.57903	0.49898	-1.48450
198.77608	57.24150	139.91584	26.88585	-67.54335	0.50678	-1.48701
199.27677	57.24178	139.91950	26.85600	-67.43412	0.50053	-1.49308
199.77747	57.24115	139.92150	26.86533	-67.39761	0.50824	-1.49475
200.27816	57.24161	139.92522	26.83785	-67.28620	0.50184	-1.49884
200.77886	57.24101	139.92724	26.84885	-67.24929	0.50942	-1.50007
201.27955	57.24127	139.93089	26.82502	-67.13824	0.50283	-1.50354
201.78025	57.24053	139.93288	26.83782	-67.10166	0.51030	-1.50462
202.28095	57.24010	139.93689	26.81669	-66.99092	0.50361	-1.50738
202.78164	57.23908	139.93916	26.83072	-66.95420	0.51100	-1.50819
203.28234	57.23803	139.94453	26.81013	-66.84269	0.50439	-1.51042
203.78303	57.23690	139.94735	26.82453	-66.80564	0.51176	-1.51118
204.28373	57.23565	139.95415	26.80202	-66.69382	0.50535	-1.51402
204.78442	57.23450	139.95735	26.81604	-66.65698	0.51273	-1.51523
205.28512	57.23319	139.96503	26.78986	-66.54761	0.50658	-1.51997
205.78581	57.23203	139.96842	26.80300	-66.51214	0.51398	-1.52197
206.28651	57.23077	139.97640	26.77152	-66.40727	0.50808	-1.52912
206.78720	57.22968	139.97979	26.78314	-66.37318	0.51548	-1.53189
207.28790	57.22872	139.98773	26.74470	-66.27197	0.50970	-1.54119
207.78860	57.22777	139.99113	26.75440	-66.23892	0.51702	-1.54462
208.28929	57.22724	139.99889	26.70906	-66.13917	0.51121	-1.55540
208.78999	57.22644	140.00204	26.71722	-66.10604	0.51842	-1.55917
209.29068	57.22621	140.00813	26.66606	-66.00443	0.51249	-1.57010
209.79138	57.22547	140.01046	26.67269	-65.97024	0.51956	-1.57363
210.29207	57.22512	140.01402	26.61461	-65.86493	0.51342	-1.58319
210.79277	57.22430	140.01555	26.61945	-65.82941	0.52031	-1.58612
211.29346	57.22391	140.01771	26.55579	-65.72037	0.51391	-1.59377
211.79416	57.22317	140.01906	26.55969	-65.68374	0.52063	-1.59606
212.29485	57.22305	140.02122	26.49226	-65.57253	0.51405	-1.60201
212.79555	57.22241	140.02267	26.49546	-65.53550	0.52063	-1.60381
213.29624	57.22247	140.02535	26.42487	-65.42441	0.51394	-1.60867
213.79694	57.22186	140.02701	26.42779	-65.38773	0.52040	-1.61021
214.29764	57.22192	140.03068	26.35538	-65.27792	0.51374	-1.61446
214.79833	57.22132	140.03278	26.35833	-65.24165	0.52013	-1.61582
215.29903	57.22172	140.03824	26.28537	-65.13264	0.51358	-1.61978
215.79972	57.22135	140.04105	26.28903	-65.09641	0.51990	-1.62113
216.30042	57.22250	140.04891	26.21785	-64.98730	0.51343	-1.62535
216.80111	57.22240	140.05258	26.22284	-64.95106	0.51968	-1.62683
217.30181	57.22413	140.06276	26.15461	-64.84265	0.51326	-1.63126
217.80250	57.22415	140.06704	26.16124	-64.80692	0.51941	-1.63279
218.30320	57.22601	140.07843	26.09779	-64.70040	0.51305	-1.63712
218.80389	57.22607	140.08301	26.10698	-64.66514	0.51910	-1.63847
219.30459	57.22801	140.09533	26.05098	-64.55944	0.51275	-1.64190
219.80529	57.22812	140.10021	26.06344	-64.52437	0.51868	-1.64289
220.30598	57.23015	140.11320	26.01609	-64.41942	0.51226	-1.64530
220.80668	57.23026	140.11813	26.03198	-64.38465	0.51804	-1.64600
221.30737	57.23210	140.13032	25.99318	-64.28080	0.51144	-1.64778
221.80807	57.23213	140.13474	26.01220	-64.24651	0.51701	-1.64836
222.30876	57.23373	140.14539	25.97841	-64.14498	0.51012	-1.65037
222.80946	57.23370	140.14934	25.99848	-64.11174	0.51548	-1.65118
223.31015	57.23502	140.15893	25.96324	-64.01545	0.50836	-1.65444
223.81085	57.23489	140.16259	25.98257	-63.98468	0.51353	-1.65586
224.31154	57.23589	140.17172	25.94350	-63.89767	0.50626	-1.66178
224.81224	57.23568	140.17529	25.96211	-63.87029	0.51126	-1.66430
225.31293	57.23635	140.18378	25.92004	-63.79257	0.50393	-1.67392
225.81363	57.23601	140.18694	25.93803	-63.76811	0.50880	-1.67788
226.31433	57.23627	140.19376	25.89259	-63.69871	0.50147	-1.69240
226.81502	57.23584	140.19628	25.90980	-63.67684	0.50622	-1.69806
227.31572	57.23612	140.20137	25.86171	-63.61300	0.49894	-1.71627
227.81641	57.23580	140.20331	25.87880	-63.59213	0.50359	-1.72260
228.31711	57.23632	140.20656	25.83045	-63.52866	0.49642	-1.74086
228.81780	57.23601	140.20782	25.84811	-63.50731	0.50096	-1.74682
229.31850	57.23603	140.20895	25.80076	-63.44083	0.49387	-1.76326
229.81919	57.23544	140.20944	25.81918	-63.41811	0.49830	-1.76844
230.31989	57.23436	140.20844	25.77273	-63.34649	0.49126	-1.78172
230.82058	57.23340	140.20827	25.79167	-63.32168	0.49556	-1.78558
231.32128	57.23158	140.20597	25.74499	-63.24271	0.48856	-1.79444
231.82197	57.23055	140.20554	25.76402	-63.21506	0.49274	-1.79672
232.32267	57.22902	140.20310	25.71660	-63.12684	0.48573	-1.80061
232.82337	57.22815	140.20275	25.73582	-63.09603	0.48975	-1.80118
233.32406	57.22687	140.20114	25.68811	-62.99993	0.48266	-1.80034
233.82476	57.22605	140.20122	25.70751	-62.96682	0.48649	-1.79939
234.32545	57.22457	140.20097	25.65873	-62.86527	0.47928	-1.79433
234.82615	57.22361	140.20139	25.67798	-62.83065	0.48293	-1.79202
235.32684	57.22151	140.20150	25.62823	-62.72566	0.47564	-1.78317
235.82754	57.22030	140.20187	25.64750	-62.69020	0.47913	-1.77974
236.32823	57.21721	140.20160	25.59603	-62.58440	0.47186	-1.76863
236.82893	57.21568	140.20182	25.61484	-62.54889	0.47523	-1.76464
237.32962	57.21190	140.20113	25.56152	-62.44292	0.46811	-1.75215
237.83032	57.21022	140.20115	25.58023	-62.40734	0.47138	-1.74774
238.33102	57.20625	140.19995	25.52653	-62.30170	0.46442	-1.73433
238.83171	57.20462	140.19985	25.54545	-62.26644	0.46759	-1.72975
239.33241	57.20117	140.19851	25.49259	-62.16231	0.46079	-1.71594
239.83310	57.19981	140.19835	25.51263	-62.12758	0.46386	-1.71118
240.33380	57.19717	140.19696	25.46508	-62.02493	0.45722	-1.69669
240.83449	57.19611	140.19687	25.48770	-61.99050	0.46018	-1.69163
241.33519	57.19431	140.19658	25.44685	-61.88657	0.45362	-1.67569
241.83588	57.19353	140.19703	25.47167	-61.85107	0.45645	-1.67001
242.33658	57.19236	140.19835	25.43448	-61.74347	0.44997	-1.65225
242.83727	57.19178	140.19930	25.46022	-61.70694	0.45266	-1.64603
243.33797	57.19132	140.20223	25.42422	-61.59840	0.44624	-1.62706
243.83866	57.19104	140.20371	25.45062	-61.56200	0.44878	-1.62051
244.33936	57.19140	140.20807	25.41735	-61.45529	0.44238	-1.60062
244.84006	57.19136	140.20994	25.44522	-61.41981	0.44475	-1.59375
245.34075	57.19202	140.21512	25.41565	-61.31677	0.43829	-1.57279
245.84145	57.19201	140.21713	25.44478	-61.28257	0.44046	-1.56547
246.34214	57.19232	140.22162	25.41681	-61.18295	0.43386	-1.54277
246.84284	57.19212	140.22309	25.44620	-61.14972	0.43584	-1.53479
247.34353	57.19178	140.22557	25.41661	-61.05083	0.42928	-1.50961
247.84423	57.19140	140.22632	25.44497	-61.01715	0.43114	-1.50064
248.34492	57.19075	140.22723	25.40755	-60.91446	0.42488	-1.47224
248.84562	57.19033	140.22756	25.43228	-60.87901	0.42671	-1.46221
249.34631	57.18954	140.22746	25.38188	-60.77166	0.42086	-1.43159
249.84701	57.18906	140.22745	25.40223	-60.73503	0.42265	-1.42110
250.34771	57.18811	140.22673	25.33889	-60.62654	0.41720	-1.38996
250.84840	57.18763	140.22662	25.35537	-60.59006	0.41894	-1.37945
251.34910	57.18651	140.22584	25.28241	-60.48445	0.41377	-1.34900
251.84979	57.18596	140.22571	25.29626	-60.44946	0.41541	-1.33897
252.35049	57.18448	140.22464	25.21643	-60.35002	0.41037	-1.31092
252.85118	57.18377	140.22427	25.22832	-60.31748	0.41188	-1.30184
253.35188	57.18159	140.22184	25.14364	-60.22490	0.40699	-1.27600
253.85257	57.18065	140.22083	25.15438	-60.19431	0.40838	-1.26743
254.35327	57.17767	140.21610	25.06700	-60.10702	0.40365	-1.24261
254.85396	57.17644	140.21427	25.07701	-60.07826	0.40491	-1.23438
255.35466	57.17249	140.20768	24.98713	-59.99731	0.40025	-1.21087
255.85535	57.17094	140.20534	24.99641	-59.97085	0.40135	-1.20309
256.35605	57.16623	140.19764	24.90558	-59.89586	0.39673	-1.18019
256.85675	57.16452	140.19498	24.91506	-59.87098	0.39767	-1.17239
257.35744	57.15980	140.18674	24.82661	-59.79859	0.39310	-1.14854
257.85814	57.15825	140.18402	24.83736	-59.77393	0.39388	-1.14020
258.35883	57.15434	140.17629	24.75310	-59.69898	0.38942	-1.11387
258.85953	57.15314	140.17385	24.76532	-59.67273	0.39008	-1.10453
259.36022	57.15031	140.16724	24.68623	-59.59213	0.38591	-1.07521
259.86092	57.14948	140.16518	24.70065	-59.56394	0.38651	-1.06490
260.36161	57.14747	140.15941	24.62966	-59.47908	0.38272	-1.03326
260.86231	57.14686	140.15755	24.64699	-59.44988	0.38327	-1.02235
261.36300	57.14532	140.15285	24.58388	-59.36404	0.37979	-0.98969
261.86370	57.14488	140.15151	24.60367	-59.33491	0.38023	-0.97861
262.36439	57.14378	140.14880	24.54670	-59.25071	0.37680	-0.94574
262.86509	57.14347	140.14815	24.56830	-59.22248	0.37705	-0.93462
263.36579	57.14266	140.14762	24.51650	-59.14192	0.37350	-0.90180
263.86648	57.14249	140.14773	24.53991	-59.11486	0.37352	-0.89069
264.36718	57.14216	140.14944	24.49389	-59.03685	0.36988	-0.85758
264.86787	57.14218	140.15026	24.51903	-59.01048	0.36971	-0.84631
265.36857	57.14230	140.15376	24.47635	-58.93497	0.36613	-0.81290
265.86926	57.14246	140.15506	24.50219	-58.90962	0.36582	-0.80165
266.36996	57.14281	140.15970	24.46172	-58.83791	0.36239	-0.76874
266.87065	57.14307	140.16135	24.48826	-58.81390	0.36195	-0.75769
267.37135	57.14377	140.16726	24.44981	-58.74550	0.35868	-0.72517
267.87204	57.14415	140.16930	24.47690	-58.72240	0.35810	-0.71423
268.37274	57.14492	140.17607	24.43953	-58.65595	0.35490	-0.68225
268.87344	57.14527	140.17831	24.46671	-58.63323	0.35417	-0.67153
269.37413	57.14573	140.18499	24.43027	-58.56746	0.35114	-0.64014
269.87483	57.14596	140.18696	24.45794	-58.54493	0.35031	-0.62962
270.37552	57.14600	140.19187	24.42516	-58.48113	0.34755	-0.59959
270.87622	57.14612	140.19301	24.45440	-58.45976	0.34663	-0.58978
271.37691	57.14563	140.19487	24.42699	-58.40167	0.34410	-0.56251
271.87761	57.14548	140.19485	24.45782	-58.38277	0.34306	-0.55373
272.37830	57.14372	140.19354	24.43492	-58.33385	0.34069	-0.52954
272.87900	57.14312	140.19258	24.46709	-58.31814	0.33950	-0.52170
273.37969	57.14027	140.18932	24.44893	-58.27695	0.33719	-0.49887
273.88039	57.13941	140.18786	24.48258	-58.26335	0.33585	-0.49113
274.38108	57.13628	140.18435	24.46882	-58.22639	0.33355	-0.46748
274.88178	57.13548	140.18308	24.50366	-58.21365	0.33201	-0.45923
275.38248	57.13299	140.18082	24.49308	-58.17711	0.32973	-0.43319
275.88317	57.13252	140.18005	24.52862	-58.16412	0.32803	-0.42397
276.38387	57.13117	140.17937	24.51925	-58.12666	0.32594	-0.39502
276.88456	57.13110	140.17912	24.55455	-58.11348	0.32415	-0.38491
277.38526	57.13051	140.18020	24.54369	-58.07751	0.32233	-0.35462
277.88595	57.13063	140.18057	24.57822	-58.06521	0.32046	-0.34439
278.38665	57.13052	140.18344	24.56593	-58.03171	0.31894	-0.31453
278.88734	57.13080	140.18433	24.59974	-58.01998	0.31698	-0.30453
279.38804	57.13100	140.18839	24.58574	-57.98629	0.31571	-0.27493
279.88873	57.13134	140.18963	24.61885	-57.97406	0.31364	-0.26486
280.38943	57.13112	140.19459	24.60423	-57.93834	0.31253	-0.23463
280.89013	57.13120	140.19598	24.63703	-57.92545	0.31033	-0.22433
281.39082	57.13008	140.20072	24.62203	-57.88840	0.30943	-0.19382
281.89152	57.12995	140.20193	24.65437	-57.87507	0.30715	-0.18355
282.39221	57.12855	140.20594	24.63897	-57.83725	0.30656	-0.15392
282.89291	57.12842	140.20688	24.67112	-57.82385	0.30421	-0.14410
283.39360	57.12725	140.21023	24.65695	-57.78613	0.30385	-0.11559
283.89430	57.12726	140.21095	24.68938	-57.77268	0.30138	-0.10600
284.39499	57.12654	140.21387	24.67778	-57.73505	0.30112	-0.07752
284.89569	57.12670	140.21445	24.71112	-57.72174	0.29848	-0.06781
285.39638	57.12637	140.21713	24.70419	-57.68483	0.29818	-0.03792
285.89708	57.12671	140.21764	24.73896	-57.67177	0.29533	-0.02748
286.39777	57.12718	140.22028	24.73717	-57.63675	0.29497	0.00475
286.89847	57.12787	140.22084	24.77336	-57.62459	0.29193	0.01591
287.39917	57.12953	140.22421	24.77629	-57.59241	0.29152	0.04997
287.89986	57.13065	140.22513	24.81354	-57.58110	0.28830	0.06172
288.40056	57.13356	140.23018	24.81895	-57.55090	0.28796	0.09765
288.90125	57.13511	140.23178	24.85648	-57.54025	0.28461	0.11003
289.40195	57.13895	140.23882	24.86413	-57.51204	0.28446	0.14777
289.90264	57.14072	140.24095	24.90233	-57.50196	0.28102	0.16077
290.40334	57.14472	140.24890	24.91350	-57.47599	0.28113	0.20012
290.90403	57.14648	140.25127	24.95249	-57.46686	0.27761	0.21355
291.40473	57.15016	140.25993	24.96648	-57.44446	0.27793	0.25355
291.90542	57.15179	140.26246	25.00594	-57.43657	0.27430	0.26712
292.40612	57.15505	140.27130	25.02085	-57.41791	0.27480	0.30728
292.90682	57.15656	140.27383	25.05987	-57.41132	0.27106	0.32081
293.40751	57.15942	140.28255	25.07402	-57.39797	0.27173	0.35985
293.90821	57.16077	140.28496	25.11241	-57.39360	0.26786	0.37274
294.40890	57.16320	140.29319	25.12622	-57.38829	0.26864	0.40884
294.90960	57.16451	140.29544	25.16417	-57.38667	0.26465	0.42057
295.41029	57.16705	140.30344	25.17626	-57.38854	0.26564	0.45281
295.91099	57.16840	140.30563	25.21285	-57.38912	0.26157	0.46316
296.41168	57.17083	140.31337	25.22228	-57.39740	0.26275	0.49111
296.91238	57.17211	140.31539	25.25768	-57.40024	0.25856	0.49997
297.41307	57.17412	140.32216	25.26421	-57.41556	0.25986	0.52361
297.91377	57.17529	140.32376	25.29803	-57.42069	0.25556	0.53107
298.41446	57.17729	140.32928	25.30116	-57.44163	0.25709	0.55068
298.91516	57.17855	140.33048	25.33346	-57.44835	0.25272	0.55682
299.41586	57.18104	140.33544	25.33318	-57.47274	0.25454	0.57303
299.91655	57.18250	140.33656	25.36390	-57.48023	0.25011	0.57820
300.41725	57.18537	140.34165	25.36033	-57.50416	0.25228	0.59283
300.91794	57.18691	140.34285	25.38950	-57.51093	0.24782	0.59774
301.41864	57.18973	140.34804	25.38244	-57.53189	0.25036	0.61261
301.91933	57.19124	140.34919	25.40984	-57.53761	0.24587	0.61780
302.42003	57.19412	140.35429	25.39927	-57.55607	0.24871	0.63432
302.92072	57.19571	140.35542	25.42526	-57.56117	0.24415	0.64015
303.42142	57.19903	140.36081	25.41400	-57.57883	0.24715	0.65870
303.92211	57.20084	140.36215	25.43991	-57.58375	0.24246	0.66529
304.42281	57.20485	140.36841	25.43253	-57.60177	0.24537	0.68647
304.92350	57.20689	140.37004	25.45951	-57.60710	0.24047	0.69394
305.42420	57.21129	140.37720	25.45717	-57.62744	0.24316	0.71731
305.92490	57.21340	140.37911	25.48549	-57.63355	0.23803	0.72548
306.42559	57.21773	140.38728	25.48869	-57.65482	0.24052	0.75099
306.92629	57.21982	140.38963	25.51835	-57.66090	0.23518	0.75987
307.42698	57.22415	140.39962	25.52683	-57.68165	0.23756	0.78677
307.92768	57.22626	140.40258	25.55774	-57.68755	0.23206	0.79593
308.42837	57.23075	140.41346	25.57065	-57.70697	0.23442	0.82320
308.92907	57.23295	140.41646	25.60233	-57.71208	0.22878	0.83246
309.42976	57.23782	140.42684	25.61908	-57.72807	0.23111	0.85984
309.93046	57.24019	140.42960	25.65168	-57.73194	0.22529	0.86905
310.43115	57.24548	140.43945	25.67216	-57.74490	0.22754	0.89589
310.93185	57.24799	140.44212	25.70511	-57.74782	0.22156	0.90491
311.43255	57.25378	140.45278	25.72559	-57.75804	0.22383	0.93144
311.93324	57.25649	140.45591	25.75748	-57.76015	0.21775	0.94035
312.43394	57.26270	140.46842	25.77494	-57.76974	0.22019	0.96631
312.93463	57.26553	140.47223	25.80525	-57.77202	0.21404	0.97498
313.43533	57.27208	140.48626	25.82178	-57.78414	0.21671	0.99985
313.93602	57.27504	140.49041	25.85160	-57.78756	0.21051	1.00812
314.43672	57.28197	140.50455	25.86968	-57.80386	0.21343	1.03179
314.93741	57.28506	140.50853	25.89981	-57.80886	0.20717	1.03964
315.43811	57.29191	140.52124	25.92124	-57.83017	0.21022	1.06236
315.93880	57.29485	140.52457	25.95183	-57.83678	0.20386	1.06999
316.43950	57.30067	140.53515	25.97551	-57.86237	0.20697	1.09227
316.94019	57.30319	140.53770	26.00626	-57.87030	0.20050	1.09975
317.44089	57.30777	140.54574	26.03229	-57.89987	0.20370	1.12111
317.94159	57.30993	140.54739	26.06325	-57.90934	0.19715	1.12812
318.44228	57.31347	140.55258	26.09243	-57.94551	0.20041	1.14739
318.94298	57.31526	140.55330	26.12416	-57.95747	0.19375	1.15364
319.44367	57.31776	140.55661	26.15945	-58.00133	0.19709	1.17073
319.94437	57.31925	140.55683	26.19291	-58.01592	0.19033	1.17621
320.44506	57.32121	140.55947	26.23577	-58.06643	0.19364	1.19133
320.94576	57.32259	140.55961	26.27134	-58.08289	0.18673	1.19630
321.44645	57.32451	140.56249	26.32233	-58.13706	0.18989	1.21106
321.94715	57.32598	140.56280	26.36005	-58.15443	0.18281	1.21611
322.44784	57.32863	140.56694	26.41962	-58.21077	0.18586	1.23148
322.94854	57.33043	140.56778	26.45960	-58.22893	0.17864	1.23671
323.44924	57.33383	140.57338	26.52692	-58.29026	0.18165	1.25160
323.94993	57.33579	140.57459	26.56877	-58.31072	0.17432	1.25644
324.45063	57.33947	140.58032	26.64287	-58.38000	0.17738	1.26963
324.95132	57.34151	140.58137	26.68621	-58.40305	0.16997	1.27388
325.45202	57.34517	140.58551	26.76532	-58.47728	0.17314	1.28585
325.95271	57.34717	140.58584	26.80944	-58.50130	0.16567	1.28980
326.45341	57.35049	140.58751	26.89072	-58.57519	0.16898	1.30127
326.95410	57.35232	140.58696	26.93438	-58.59857	0.16146	1.30516
327.45480	57.35489	140.58637	27.01252	-58.66806	0.16498	1.31774
327.95549	57.35649	140.58519	27.05399	-58.68944	0.15743	1.32231
328.45619	57.35895	140.58389	27.12729	-58.75178	0.16117	1.33780
328.95688	57.36065	140.58264	27.16665	-58.77074	0.15360	1.34339
329.45758	57.36360	140.58172	27.23834	-58.82782	0.15753	1.36120
329.95828	57.36547	140.58069	27.27702	-58.84554	0.14992	1.36738
330.45897	57.36890	140.58086	27.35010	-58.90074	0.15396	1.38634
330.95967	57.37096	140.58030	27.38872	-58.91785	0.14629	1.39289
331.46036	57.37520	140.58229	27.46257	-58.96944	0.15032	1.41345
331.96106	57.37757	140.58238	27.50040	-58.98487	0.14255	1.42070
332.46175	57.38268	140.58661	27.57133	-59.03011	0.14659	1.44386
332.96245	57.38534	140.58753	27.60714	-59.04327	0.13875	1.45198
333.46314	57.39131	140.59417	27.67431	-59.08219	0.14292	1.47738
333.96384	57.39426	140.59576	27.70837	-59.09342	0.13505	1.48616
334.46453	57.40073	140.60300	27.77326	-59.13004	0.13942	1.51204
334.96523	57.40377	140.60454	27.80610	-59.14126	0.13155	1.52072
335.46592	57.41003	140.61023	27.87147	-59.18105	0.13615	1.54585
335.96662	57.41290	140.61099	27.90413	-59.19392	0.12827	1.55422
336.46732	57.41833	140.61360	27.97034	-59.24261	0.13304	1.57742
336.96801	57.42088	140.61322	28.00223	-59.25908	0.12512	1.58494
337.46871	57.42520	140.61243	28.06535	-59.31887	0.12993	1.60532
337.96940	57.42737	140.61092	28.09500	-59.33896	0.12196	1.61190
338.47010	57.43057	140.60673	28.15138	-59.40837	0.12686	1.62988
338.97079	57.43236	140.60410	28.17778	-59.43152	0.11887	1.63571
339.47149	57.43435	140.59760	28.22492	-59.50911	0.12405	1.65163
339.97218	57.43576	140.59441	28.24733	-59.53489	0.11610	1.65676
340.47288	57.43714	140.58734	28.28593	-59.61862	0.12157	1.67089
340.97357	57.43846	140.58409	28.30521	-59.64601	0.11363	1.67554
341.47427	57.44009	140.57746	28.34027	-59.73248	0.11925	1.68862
341.97497	57.44156	140.57447	28.35816	-59.76064	0.11129	1.69287
342.47566	57.44376	140.56858	28.39004	-59.84992	0.11700	1.70356
342.97636	57.44546	140.56575	28.40576	-59.87917	0.10902	1.70674
343.47705	57.44845	140.55962	28.43101	-59.97266	0.11478	1.71317
343.97775	57.45042	140.55663	28.44333	-60.00349	0.10677	1.71480
344.47844	57.45410	140.55009	28.45864	-60.10261	0.11268	1.71684
344.97914	57.45626	140.54698	28.46680	-60.13556	0.10468	1.71706
345.47983	57.46020	140.54004	28.47398	-60.24208	0.11080	1.71530
345.98053	57.46238	140.53673	28.47924	-60.27761	0.10282	1.71433
346.48122	57.46612	140.52893	28.48302	-60.39186	0.10915	1.70972
346.98192	57.46824	140.52535	28.48692	-60.42998	0.10119	1.70788
347.48261	57.47197	140.51727	28.49122	-60.55081	0.10765	1.70111
347.98331	57.47412	140.51367	28.49493	-60.59095	0.09968	1.69861
348.48401	57.47774	140.50568	28.50075	-60.71681	0.10611	1.69082
348.98470	57.47977	140.50210	28.50422	-60.75846	0.09807	1.68819
349.48540	57.48287	140.49444	28.51166	-60.88763	0.10436	1.68097
349.98609	57.48474	140.49108	28.51505	-60.93014	0.09623	1.67869
350.48679	57.48745	140.48455	28.52479	-61.05900	0.10236	1.67350
350.98748	57.48921	140.48162	28.52827	-61.10075	0.09415	1.67204
351.48818	57.49203	140.47701	28.54168	-61.22003	0.10019	1.67086
351.98887	57.49398	140.47501	28.54684	-61.25615	0.09192	1.67145
352.48957	57.49771	140.47272	28.56089	-61.36433	0.09805	1.67436
352.99026	57.49999	140.47125	28.56398	-61.40121	0.09020	1.67548
353.49096	57.50441	140.47041	28.57528	-61.50269	0.09595	1.67905
353.99166	57.50728	140.46961	28.57855	-61.54663	0.09006	1.68088
354.49235	57.51198	140.47002	28.58807	-61.63236	0.09375	1.68506
354.99305	57.51551	140.47013	28.59216	-61.68174	0.08980	1.68792
355.49374	57.52036	140.47150	28.60016	-61.75276	0.09142	1.69267
355.99444	57.52467	140.47277	28.60533	-61.80631	0.08942	1.69684
356.49513	57.52955	140.47482	28.61155	-61.86399	0.08901	1.70194
356.99583	57.53475	140.47747	28.61787	-61.92058	0.08895	1.70764
357.49652	57.53954	140.47994	28.62195	-61.96630	0.08652	1.71284
357.99722	57.54575	140.48419	28.62931	-62.02481	0.08842	1.72025
358.49791	57.55036	140.48680	28.63095	-62.05985	0.08397	1.72529
358.99861	57.55768	140.49288	28.63919	-62.11919	0.08783	1.73455
359.49930	57.56200	140.49540	28.63820	-62.14480	0.08138	1.73918
360.00000	57.57057	140.50352	28.64724	-62.20386	0.08720	1.75037
