Proj	DSO	DDO	UOffset	VOffset	Pivot	dTeta
308.92907	58.69619	144.08380	26.56986	36.59646	0.14027	0.41436
309.42976	58.69879	144.08862	26.59734	36.56213	0.13816	0.42678
309.93046	58.70143	144.09342	26.62530	36.52724	0.13606	0.43905
310.43115	58.70409	144.09820	26.65374	36.49180	0.13395	0.45119
310.93185	58.70679	144.10296	26.68268	36.45584	0.13185	0.46320
311.43255	58.70952	144.10768	26.71213	36.41938	0.12975	0.47508
311.93324	58.71229	144.11239	26.74213	36.38244	0.12765	0.48683
312.43394	58.71508	144.11705	26.77269	36.34503	0.12555	0.49847
312.93463	58.71791	144.12169	26.80385	36.30718	0.12345	0.51000
313.43533	58.72077	144.12628	26.83563	36.26890	0.12134	0.52143
313.93602	58.72365	144.13083	26.86808	36.23020	0.11923	0.53276
314.43672	58.72657	144.13533	26.90122	36.19110	0.11712	0.54401
314.93741	58.72951	144.13977	26.93507	36.15161	0.11501	0.55517
315.43811	58.73247	144.14415	26.96967	36.11176	0.11289	0.56627
315.93880	58.73546	144.14847	27.00503	36.07157	0.11077	0.57731
316.43950	58.73846	144.15271	27.04117	36.03106	0.10864	0.58830
316.94019	58.74149	144.15688	27.07809	35.99026	0.10651	0.59925
317.44089	58.74453	144.16098	27.11578	35.94918	0.10437	0.61017
317.94159	58.74759	144.16501	27.15423	35.90787	0.10223	0.62106
318.44228	58.75066	144.16895	27.19339	35.86632	0.10009	0.63194
318.94298	58.75374	144.17281	27.23621	35.82457	0.09794	0.64281
319.44367	58.75684	144.17659	27.27652	35.78264	0.09579	0.65366
319.94437	58.75994	144.18029	27.31732	35.74053	0.09364	0.66451
320.44506	58.76305	144.18390	27.35857	35.69828	0.09149	0.67535
320.94576	58.76618	144.18743	27.40252	35.65589	0.08934	0.68618
321.44645	58.76931	144.19086	27.44631	35.61338	0.08718	0.69698
321.94715	58.77245	144.19421	27.48988	35.57075	0.08503	0.70778
322.44784	58.77560	144.19747	27.53322	35.52801	0.08288	0.71855
322.94854	58.77875	144.20063	27.57633	35.48515	0.08074	0.72929
323.44924	58.78192	144.20369	27.61925	35.44216	0.07859	0.74025
323.94993	58.78509	144.20665	27.66198	35.40020	0.07645	0.75116
324.45063	58.78816	144.20917	27.70455	35.35795	0.07427	0.76199
324.95132	58.79124	144.21156	27.74699	35.31538	0.07209	0.77273
325.45202	58.79433	144.21380	27.78931	35.27242	0.06993	0.78338
325.95271	58.79743	144.21589	27.83152	35.22907	0.06778	0.79393
326.45341	58.80052	144.21782	27.87364	35.18529	0.06564	0.80437
326.95410	58.80361	144.21960	27.91568	35.14109	0.06350	0.81471
327.45480	58.80670	144.22123	27.95764	35.09645	0.06138	0.82494
327.95549	58.80978	144.22271	27.99954	35.05139	0.05927	0.83507
328.45619	58.81286	144.22406	28.04137	35.00590	0.05718	0.84509
328.95688	58.81593	144.22527	28.08315	34.95999	0.05509	0.85501
329.45758	58.81899	144.22635	28.12486	34.91366	0.05302	0.86483
329.95828	58.82205	144.22730	28.16651	34.86690	0.05096	0.87455
330.45897	58.82510	144.22811	28.20810	34.81974	0.04891	0.88418
330.95967	58.82815	144.22880	28.24962	34.77217	0.04688	0.89370
331.46036	58.83119	144.22936	28.29108	34.72419	0.04486	0.90313
331.96106	58.83423	144.22980	28.33247	34.67581	0.04286	0.91246
332.46175	58.83726	144.23011	28.37379	34.62703	0.04087	0.92170
332.96245	58.84029	144.23030	28.41503	34.57785	0.03890	0.93085
333.46314	58.84331	144.23037	28.45619	34.52828	0.03695	0.93991
333.96384	58.84632	144.23032	28.49727	34.47832	0.03501	0.94888
334.46453	58.84933	144.23014	28.53825	34.42797	0.03310	0.95776
334.96523	58.85234	144.22985	28.57913	34.37724	0.03120	0.96655
335.46592	58.85534	144.22943	28.61991	34.32612	0.02932	0.97525
335.96662	58.85834	144.22889	28.66058	34.27462	0.02746	0.98386
336.46732	58.86133	144.22824	28.70113	34.22274	0.02563	0.99239
336.96801	58.86431	144.22746	28.74156	34.17047	0.02382	1.00083
337.46871	58.86729	144.22656	28.78186	34.11783	0.02203	1.00918
337.96940	58.87027	144.22555	28.82202	34.06481	0.02026	1.01745
338.47010	58.87324	144.22441	28.86203	34.01141	0.01852	1.02564
338.97079	58.87621	144.22315	28.90188	33.95764	0.01680	1.03374
339.47149	58.87917	144.22178	28.94158	33.90349	0.01511	1.04176
339.97218	58.88212	144.22029	28.98111	33.84897	0.01345	1.04969
340.47288	58.88508	144.21867	29.02046	33.79407	0.01181	1.05754
340.97357	58.88802	144.21694	29.05963	33.73880	0.01020	1.06531
341.47427	58.89096	144.21509	29.09860	33.68316	0.00862	1.07299
341.97497	58.89390	144.21312	29.13737	33.62714	0.00707	1.08059
342.47566	58.89683	144.21103	29.17593	33.57075	0.00555	1.08811
342.97636	58.89975	144.20883	29.21428	33.51398	0.00406	1.09555
343.47705	58.90267	144.20650	29.25240	33.45685	0.00261	1.10290
343.97775	58.90559	144.20406	29.29028	33.39933	0.00118	1.11016
344.47844	58.90849	144.20150	29.32792	33.34144	-0.00020	1.11735
344.97914	58.91140	144.19882	29.36532	33.28318	-0.00156	1.12445
345.47983	58.91429	144.19602	29.40245	33.22453	-0.00288	1.13146
345.98053	58.91718	144.19310	29.43931	33.16552	-0.00416	1.13840
346.48122	58.92007	144.19007	29.47589	33.10612	-0.00541	1.14524
346.98192	58.92295	144.18691	29.51219	33.04634	-0.00662	1.15201
347.48261	58.92582	144.18364	29.54819	32.98619	-0.00779	1.15868
347.98331	58.92869	144.18025	29.58389	32.92565	-0.00892	1.16528
348.48401	58.93155	144.17675	29.61928	32.86473	-0.01001	1.17178
348.98470	58.93440	144.17313	29.65435	32.80343	-0.01106	1.17820
349.48540	58.93725	144.16938	29.68908	32.74175	-0.01207	1.18453
349.98609	58.94009	144.16553	29.72348	32.67967	-0.01303	1.19078
350.48679	58.94292	144.16155	29.75753	32.61722	-0.01396	1.19694
350.98748	58.94575	144.15746	29.79122	32.55437	-0.01484	1.20301
351.48818	58.94857	144.15325	29.82454	32.49114	-0.01567	1.20899
351.98887	58.95138	144.14892	29.85749	32.42751	-0.01646	1.21488
352.48957	58.95418	144.14448	29.89005	32.36349	-0.01720	1.22068
352.99026	58.95698	144.13992	29.92223	32.29908	-0.01789	1.22639
353.49096	58.95977	144.13524	29.95400	32.23428	-0.01854	1.23201
353.99166	58.96255	144.13045	29.98537	32.16907	-0.01914	1.23754
354.49235	58.96532	144.12553	30.01632	32.10347	-0.01969	1.24298
354.99305	58.96809	144.12051	30.04684	32.03747	-0.02018	1.24833
355.49374	58.97084	144.11536	30.07694	31.97107	-0.02063	1.25359
355.99444	58.97359	144.11010	30.10660	31.90427	-0.02102	1.25875
356.49513	58.97633	144.10473	30.13582	31.83706	-0.02136	1.26382
356.99583	58.97906	144.09924	30.16459	31.76945	-0.02165	1.26880
357.49652	58.98178	144.09363	30.19290	31.70144	-0.02188	1.27369
357.99722	58.98449	144.08790	30.22075	31.63302	-0.02206	1.27848
358.49791	58.98719	144.08207	30.24814	31.56418	-0.02218	1.28317
358.99861	58.98988	144.07611	30.27504	31.49495	-0.02225	1.28778
359.49930	58.99256	144.07005	30.30148	31.42530	-0.02226	1.29228
360.00000	58.99523	144.06386	30.32742	31.35524	-0.02220	1.29670
